gmap_id,name,address,city,category,state,tags,postal_code,latitude,longitude,stars,review_count,url
0x88d9b7203d0e4953:0x388058590ddc1d6,BOHO Miami,111 NE 20th St,Miami,American,FL,['Restaurant'],33137,25.7958276,-80.1924866,4.1,88,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b7203d0e4953:0x388058590ddc1d6?authuser=-1&hl=en&gl=us
0x88c338d711381b91:0xf9211a02a3fc679f,Kruk's Philly Steaks,5231 University Pkwy #105,Bradenton,American,FL,"['Cheesesteak restaurant', 'Baseball', 'Restaurant', 'Sandwich shop']",34201,27.3891471,-82.4662251,3.8,118,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c338d711381b91:0xf9211a02a3fc679f?authuser=-1&hl=en&gl=us
0x88db398f5b7a7947:0x22127a8a7ac9fc0f,Summerlin Jake's Seafood & Steaks,17501 Harbour Pointe Dr,Fort Myers,American,FL,"['Seafood restaurant', 'Restaurant', 'Steak house']",33908,26.485606,-82.0085526,3.9,113,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db398f5b7a7947:0x22127a8a7ac9fc0f?authuser=-1&hl=en&gl=us
0x88db4147f24e56b7:0x25089a10d3f848dc,Subway,636 Del Prado Blvd S,Cape Coral,American,FL,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']",33990,26.6398553,-81.94236649999999,3.7,45,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db4147f24e56b7:0x25089a10d3f848dc?authuser=-1&hl=en&gl=us
0x88914478b0bc2db7:0xa9b4ae597fabb993,Smoothie King,1255 Airport Rd,Destin,American,FL,"['Juice shop', 'Fast food restaurant', 'Health food restaurant', 'Delivery Restaurant', 'Takeout Restaurant', 'Vitamin & supplements store']",32541,30.386269,-86.46472,4.3,68,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88914478b0bc2db7:0xa9b4ae597fabb993?authuser=-1&hl=en&gl=us
0x88d9bc88c81dce5b:0x2ec9eaa13bbe29d5,Bunch Bistro,10505 NW 112th Ave #8,Miami,Others,FL,"['Bistro', 'Deli']",33178,25.8684638,-80.3781537,3.9,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bc88c81dce5b:0x2ec9eaa13bbe29d5?authuser=-1&hl=en&gl=us
0x88d8d71485183c13:0xe2be66adef957390,Red Light Palm Beach,1000 N Congress Ave South Entrance,West Palm Beach,American,FL,['Restaurant'],33409,26.7052813,-80.0859899,4.6,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d71485183c13:0xe2be66adef957390?authuser=-1&hl=en&gl=us
0x88db38af2675c2ff:0x749befdceed0e8cf,Circle K,533 Cape Coral Pkwy E,Cape Coral,Cafe,FL,"['Convenience store', 'ATM', 'Coffee shop', 'Coffee store', 'Gas station', 'Public bathroom', 'Snack bar', 'Soft drinks shop']",33904,26.5632362,-81.9619943,2.8,14,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db38af2675c2ff:0x749befdceed0e8cf?authuser=-1&hl=en&gl=us
0x88e8a38d3e40cc55:0x8cb83c624337700,The Midnight Underground,101 SE 2nd Pl # 100,Gainesville,American,FL,"['Bar', 'Restaurant']",32601,29.6492072,-82.3235191,4.6,308,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8a38d3e40cc55:0x8cb83c624337700?authuser=-1&hl=en&gl=us
0x88e44b5b1a3c6467:0x5a16d7d7aeb46332,OMG CAFE & Tea,12192 Beach Blvd #2,Jacksonville,American,FL,"['Cafe', 'Restaurant']",32246,30.2865517,-81.4964152,4.4,78,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e44b5b1a3c6467:0x5a16d7d7aeb46332?authuser=-1&hl=en&gl=us
0x88de0f62c5f05b29:0x8c783ac18c1a648e,GOAT the Bar,786 N Apollo Blvd,Melbourne,American,FL,"['Restaurant', 'Bar', 'Tex-Mex restaurant']",32935,28.119396,-80.6399237,4.3,36,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de0f62c5f05b29:0x8c783ac18c1a648e?authuser=-1&hl=en&gl=us
0x88c3406ee5d4a5ef:0x2ba19390939a3b57,EHS Recruiting Company,238 S Links Ave,Sarasota,American,FL,"['Recruiter', 'Employment agency', 'Employment search service', 'Hotel', 'Restaurant', 'Resume service']",34236,27.3344041,-82.5331898,4.9,225,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c3406ee5d4a5ef:0x2ba19390939a3b57?authuser=-1&hl=en&gl=us
0x88d8d66163e8a037:0xbf94c62d77513468,Hibiscus Tiki Bar,213 S Rosemary Ave,West Palm Beach,American,FL,"['Bar', 'Cocktail bar', 'Lounge', 'Restaurant']",33401,26.7118292,-80.0572778,4.7,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d66163e8a037:0xbf94c62d77513468?authuser=-1&hl=en&gl=us
0x88dd806b3bc6447d:0x566a9b60470529bd,Auntie Anne's,8200 Vineland Ave Ste 1233,Orlando,American,FL,"['Pretzel store', 'Bakery', 'Cafe', 'Restaurant']",32821,28.3865914,-81.4932973,4.3,78,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd806b3bc6447d:0x566a9b60470529bd?authuser=-1&hl=en&gl=us
0x88db1e951fa66921:0xdd7fe10fdedcafa2,Masa Restaurant,9123 Strada Pl #7135,Naples,Mexican,FL,"['Mexican restaurant', 'Restaurant']",34108,26.2530444,-81.797383,3.7,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db1e951fa66921:0xdd7fe10fdedcafa2?authuser=-1&hl=en&gl=us
0x88e44b9ad98752a5:0x6ecfb62e7d9b78e7,Panda Express,11929 Atlantic Blvd,Jacksonville,Asian,FL,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']",32225,30.3214115,-81.4945664,3.5,163,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e44b9ad98752a5:0x6ecfb62e7d9b78e7?authuser=-1&hl=en&gl=us
0x88ecf59b9b1c0e41:0xaf4e346b78ff6aa0,Blossom Kitchen,625 W Tennessee St,Tallahassee,American,FL,['Restaurant'],32304,30.4444729,-84.2918729,4.2,114,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ecf59b9b1c0e41:0xaf4e346b78ff6aa0?authuser=-1&hl=en&gl=us
0x88db39b24baf698f:0x8277d2d993278ce6,Habana 47 Restaurant,532 SE 47th Terrace,Cape Coral,American,FL,['Restaurant'],33904,26.5635448,-81.9621626,4.8,32,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db39b24baf698f:0x8277d2d993278ce6?authuser=-1&hl=en&gl=us
0x88e44aa5e8017867:0xc3242a248921f27d,UNF Golf Complex at the Hayt Learning Center,1 S U N F Dr,Jacksonville,Beverages,FL,['Public golf course'],32224,30.2559191,-81.5035619,4.1,44,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e44aa5e8017867:0xc3242a248921f27d?authuser=-1&hl=en&gl=us
0x88e7dd2e3b986eb9:0x29fef68dcb2848f8,Subway,2901 Traverse Trail,The Villages,American,FL,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']",32163,28.8443281,-82.027132,4.1,30,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7dd2e3b986eb9:0x29fef68dcb2848f8?authuser=-1&hl=en&gl=us
0x88c2c4181e3c9f19:0xa2d46ca451b74390,Seminole Heights Branch Library,4711 N Central Ave,Tampa,Beverages,FL,"['Public library', 'Library', 'Non-profit organization']",33603,27.9884436,-82.4550403,4.5,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c4181e3c9f19:0xa2d46ca451b74390?authuser=-1&hl=en&gl=us
0x88db154132e50943:0xa0c55a06f1a49dcd,Domino's Pizza,6631 Orion Dr Ste 109,Fort Myers,American,FL,"['Pizza delivery', 'Delivery Restaurant', 'Takeout Restaurant', 'Pizza restaurant', 'Pizza Takeout']",33912,26.5453483,-81.84776049999999,3.9,205,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db154132e50943:0xa0c55a06f1a49dcd?authuser=-1&hl=en&gl=us
0x88e77ea7fc9fc84b:0xaad3a9df7239f92f,Jimmy John's,4012 Eastgate Dr,Orlando,American,FL,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Delivery Restaurant', 'Takeout Restaurant']",32839,28.4860654,-81.4260626,3.9,108,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77ea7fc9fc84b:0xaad3a9df7239f92f?authuser=-1&hl=en&gl=us
0x88e7661946b78cb9:0xdcd81ea71eaa42fe,La Casa De Las Paellas,10414 E Colonial Dr,Orlando,European,FL,"['Spanish restaurant', 'Restaurant']",32817,28.5692758,-81.2342548,3.7,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7661946b78cb9:0xdcd81ea71eaa42fe?authuser=-1&hl=en&gl=us
0x88ec5d184136b419:0x1fba1b9d8488e3f6,Ruby's Diner,1580 Summit Lake Dr,Tallahassee,American,FL,"['Diner', 'Restaurant']",32317,30.4871923,-84.1499848,4.6,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ec5d184136b419:0x1fba1b9d8488e3f6?authuser=-1&hl=en&gl=us
0x88c347676aea61c7:0x4367638a4afe4edc,Jimmy John's,83 N Cattlemen Rd,Sarasota,American,FL,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Delivery Restaurant', 'Takeout Restaurant']",34243,27.3877276,-82.4585627,3.4,87,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c347676aea61c7:0x4367638a4afe4edc?authuser=-1&hl=en&gl=us
0x88d9b684a38b4001:0x1cc33025c603f5b3,Puroast Coffee,632 S Miami Ave,Miami,Cafe,FL,"['Coffee shop', 'Bistro', 'Breakfast restaurant', 'Cafe', 'Coffee roasters', 'Coffee store', 'Coffee wholesaler', 'Lunch restaurant']",33130,25.7676963,-80.19345849999999,4.6,278,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b684a38b4001:0x1cc33025c603f5b3?authuser=-1&hl=en&gl=us
0x88c2c11b838bd3bb:0xdb7ae2e708b1641f,Mr.Empanada - Carrollwood,10023 N Dale Mabry Hwy,Tampa,American,FL,['Restaurant'],33618,28.042583,-82.50362299999999,4.1,148,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c11b838bd3bb:0xdb7ae2e708b1641f?authuser=-1&hl=en&gl=us
0x88c2e9fe73405cb9:0xf43b5857174a841d,N S Food (Indian Restaurant and Grocery Store),5522 Hanley Rd,Tampa,Asian,FL,"['Indian restaurant', 'Asian grocery store', 'Indian grocery store', 'Restaurant', 'South Asian restaurant', 'Vegan restaurant', 'Vegetarian restaurant']",33634,27.9992725,-82.5631532,4.1,108,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e9fe73405cb9:0xf43b5857174a841d?authuser=-1&hl=en&gl=us
0x88e5b921318af9b1:0x63748c4d2d8d5742,Urban Eats Bistro,715 N McDuff Ave,Jacksonville,American,FL,['Restaurant'],32254,30.3321527,-81.7053667,4.7,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b921318af9b1:0x63748c4d2d8d5742?authuser=-1&hl=en&gl=us
0x88d9b34beb55e24d:0x73b714408ad4b712,Sagra Pizza Bar,11052 Biscayne Blvd,Miami,American,FL,['Restaurant'],33161,25.8773703,-80.16865159999999,4.4,138,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b34beb55e24d:0x73b714408ad4b712?authuser=-1&hl=en&gl=us
0x88d9b6aa6641a3ad:0x23f424b672e31404,C Si Bon French Restaurant,350 NE 24th St,Miami,American,FL,['Restaurant'],33137,25.8000786,-80.1889616,4.8,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b6aa6641a3ad:0x23f424b672e31404?authuser=-1&hl=en&gl=us
0x88c341ad73193ebb:0xa13e693def36027a,Starbucks,3501 S Tamiami Trail #95,Sarasota,Cafe,FL,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",34239,27.3018371,-82.5292109,4.0,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c341ad73193ebb:0xa13e693def36027a?authuser=-1&hl=en&gl=us
0x88d929bf7d0ca03d:0xf38c30a245820f94,Rinaldi's Italian Deli,5029A Okeechobee Blvd,West Palm Beach,American,FL,"['American restaurant', 'Breakfast restaurant', 'Cafeteria', 'Coffee shop', 'Espresso bar', 'Lunch restaurant', 'Salad shop', 'Sandwich shop']",33417,26.7082533,-80.12062159999999,4.7,158,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d929bf7d0ca03d:0xf38c30a245820f94?authuser=-1&hl=en&gl=us
0x88dd81ae4a92aae9:0x6a51fdd83957f2b5,Gustazon Latin Restaurant,2925 Vineland Rd,Kissimmee,Latin,FL,"['Restaurant', 'Bar & grill', 'Latin American restaurant', 'Puerto Rican restaurant', 'South American restaurant', 'Venezuelan restaurant']",34746,28.3345715,-81.4781388,4.7,68,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd81ae4a92aae9:0x6a51fdd83957f2b5?authuser=-1&hl=en&gl=us
0x88e77d7be34a9435:0x8f720b18985b54bd,P's VietMi Cafe,8475 S John Young Pkwy,Orlando,Asian,FL,"['Asian restaurant', 'Asian fusion restaurant', 'Restaurant', 'Sandwich shop', 'Vietnamese restaurant']",32819,28.4427714,-81.42611699999999,4.8,75,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77d7be34a9435:0x8f720b18985b54bd?authuser=-1&hl=en&gl=us
0x88dd81d0985155cd:0x2ad03ca625925a66,Take a burger,14851 FL-535,Orlando,American,FL,['Restaurant'],32821,28.35292,-81.4920154,4.6,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd81d0985155cd:0x2ad03ca625925a66?authuser=-1&hl=en&gl=us
0x88e5bfc6f62f0803:0xe22ba3005d1c176f,Circle K,721 Chaffee Rd S,Jacksonville,Cafe,FL,"['Convenience store', 'ATM', 'Coffee shop', 'Coffee store', 'Gas station', 'Snack bar', 'Soft drinks shop']",32221,30.3053981,-81.847921,3.0,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5bfc6f62f0803:0xe22ba3005d1c176f?authuser=-1&hl=en&gl=us
0x88dc561958897427:0x261d576f9c33863e,Circle K,3030 US Hwy 27 S,Sebring,Cafe,FL,"['Convenience store', 'ATM', 'Coffee shop', 'Coffee store', 'Gas station', 'Public bathroom', 'Snack bar', 'Soft drinks shop']",33870,27.4718933,-81.4430361,2.3,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dc561958897427:0x261d576f9c33863e?authuser=-1&hl=en&gl=us
0x88d9009af50062e9:0xe8c36d74bb3f2fb7,Subway,"975 South, SW 24th St",Fort Lauderdale,American,FL,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']",33315,26.0931382,-80.1554913,3.9,183,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9009af50062e9:0xe8c36d74bb3f2fb7?authuser=-1&hl=en&gl=us
0x88c2e69811a81455:0xe5794c2f123024d7,Sloppy Pelican,8123 4th St N,St. Petersburg,American,FL,['Restaurant'],33701,27.8464032,-82.6384635,2.3,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e69811a81455:0xe5794c2f123024d7?authuser=-1&hl=en&gl=us
0x88dd8769dcfc7beb:0xf7a4d7502af0ff88,La Venezuela de Antier Food 2,13466 Landstar Blvd,Orlando,American,FL,['Restaurant'],32824,28.3700876,-81.3678255,4.5,52,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd8769dcfc7beb:0xf7a4d7502af0ff88?authuser=-1&hl=en&gl=us
0x88d9011e27985559:0xd47397bdb1ce3727,Sea City Fish And Chicken,1447 NW 6th St,Fort Lauderdale,American,FL,"['Chicken restaurant', 'Restaurant']",33311,26.1295185,-80.16155549999999,4.4,358,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9011e27985559:0xd47397bdb1ce3727?authuser=-1&hl=en&gl=us
0x88d900df77c0ea99:0xe1ecf052632f1c64,B G's Take Out,2014 NW 6th St,Fort Lauderdale,American,FL,['Takeout Restaurant'],33311,26.1290022,-80.1680295,4.0,156,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d900df77c0ea99:0xe1ecf052632f1c64?authuser=-1&hl=en&gl=us
0x88c2ef2aa2511601:0xa1af2dd62c88b5b9,Dilladelphia,2571 Drew St,Clearwater,American,FL,['Restaurant'],33765,27.967356,-82.73112239999999,2.8,88,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2ef2aa2511601:0xa1af2dd62c88b5b9?authuser=-1&hl=en&gl=us
0x88c2e9c1076551f7:0x19581ae27ed84114,MDesign Media,13575 58th St N,Clearwater,Beverages,FL,"['Website designer', 'Graphic designer', 'Internet marketing service', 'Internet service provider', 'Public relations firm']",33760,27.895277,-82.7116527,5.0,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e9c1076551f7:0x19581ae27ed84114?authuser=-1&hl=en&gl=us
0x88deeb1ddcb2891f:0xa95172c810f04e1,Pizza Hut Express,10720 SW Village Pkwy,Port St. Lucie,American,FL,"['Pizza restaurant', 'Takeout Restaurant']",34987,27.2695158,-80.42676759999999,3.7,54,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88deeb1ddcb2891f:0xa95172c810f04e1?authuser=-1&hl=en&gl=us
0x88d9b7e5bc31eef3:0x4b63f6b33052b114,KONOS,"1300 Brickell Bay Dr, unit #CU2",Miami,Cafe,FL,"['Ice cream shop', 'Bakery', 'Breakfast restaurant', 'Brunch restaurant', 'Coffee shop', 'Juice shop', 'Lunch restaurant', 'Pastry shop', 'Wine bar']",33131,25.7600334,-80.190123,4.3,118,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b7e5bc31eef3:0x4b63f6b33052b114?authuser=-1&hl=en&gl=us
0x88c2c104c10ff5fb:0xcdd6304c5aa149f3,Thorntons,4103 Gunn Hwy,Tampa,American,FL,"['Convenience store', 'ATM', 'Breakfast restaurant', 'Coffee shop', 'Donut shop', 'Gas station', 'Liquor store', 'Lottery retailer', 'Sandwich shop', 'Soft drinks shop']",33618,28.040968,-82.5086,3.9,72,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c104c10ff5fb:0xcdd6304c5aa149f3?authuser=-1&hl=en&gl=us
0x889095c5bc7d9f73:0x57192dde03f441f8,Domino's Pizza,1001 E 9 Mile Rd,Pensacola,American,FL,"['Pizza delivery', 'Delivery Restaurant', 'Takeout Restaurant', 'Pizza restaurant', 'Pizza Takeout']",32514,30.5320422,-87.24427969999999,4.0,248,https://www.google.com/maps/place//data=!4m2!3m1!1s0x889095c5bc7d9f73:0x57192dde03f441f8?authuser=-1&hl=en&gl=us
0x88d9b156830bc419:0x22cf6a8ab4798cde,305 Brews,3535 NE 2nd Ave,Miami,American,FL,"['Brewpub', 'Bar', 'Bar & grill', 'Pub', 'Restaurant', 'Sandwich shop', 'Tapas bar', 'Wine bar']",33137,25.809866,-80.190834,4.4,98,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b156830bc419:0x22cf6a8ab4798cde?authuser=-1&hl=en&gl=us
0x88d9b6a9da95b411:0xb1a6fd56914f2fc6,Salad Creations,2001 Biscayne Blvd,Miami,American,FL,['Restaurant'],33137,25.7952417,-80.18879799999999,4.1,29,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b6a9da95b411:0xb1a6fd56914f2fc6?authuser=-1&hl=en&gl=us
0x88d9b3e01eaca9d5:0xb11b921e0cb7882a,Shell,5402 Biscayne Blvd,Miami,American,FL,"['Gas station', 'ATM', 'Convenience store', 'Restaurant']",33137,25.8258255,-80.1871232,3.8,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b3e01eaca9d5:0xb11b921e0cb7882a?authuser=-1&hl=en&gl=us
0x88d8d7a0e7f82caf:0xf1a72db0b992b137,Montezuma Mexican Restaurant,5607 S Dixie Hwy,West Palm Beach,Mexican,FL,"['Mexican restaurant', 'Restaurant']",33405,26.66366,-80.055961,4.1,117,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d7a0e7f82caf:0xf1a72db0b992b137?authuser=-1&hl=en&gl=us
0x88e5b7196e419277:0x15d43b64df20bcf8,D&G Deli and Grill,233 E Bay St,Jacksonville,American,FL,"['American restaurant', 'Bar & grill', 'Restaurant']",32202,30.3256521,-81.6547348,4.7,261,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b7196e419277:0x15d43b64df20bcf8?authuser=-1&hl=en&gl=us
0x88c2c027a0c2f465:0xacbadced3afb17aa,Citrus Park Cyclery,7512 Ehrlich Rd,Tampa,Cafe,FL,"['Bicycle Shop', 'Bicycle repair shop', 'Coffee shop']",33625,28.0784212,-82.5692722,4.5,17,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c027a0c2f465:0xacbadced3afb17aa?authuser=-1&hl=en&gl=us
0x88c341f900a07d71:0xd8428dd583924d0c,Breaking Wave Coffee,1310 Main St,Sarasota,Cafe,FL,['Coffee shop'],34236,27.3349036,-82.54382009999999,4.9,96,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c341f900a07d71:0xd8428dd583924d0c?authuser=-1&hl=en&gl=us
0x88d8d5cba5a696dd:0xa8d50d53d439845c,Tacos Y Antojitos Emanuel,4015 Broadway Ave,West Palm Beach,American,FL,['Takeout Restaurant'],33407,26.749057,-80.0567919,4.6,233,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d5cba5a696dd:0xa8d50d53d439845c?authuser=-1&hl=en&gl=us
0x88d8d62d2219b935:0x6b2d184f9e195b48,PBI Market,Palm Beach International Airport,West Palm Beach,American,FL,['Restaurant'],33415,26.6865123,-80.0894221,2.8,34,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d62d2219b935:0x6b2d184f9e195b48?authuser=-1&hl=en&gl=us
0x88db413a401055fb:0x9f2166a360655704,Jim Jim's Pizza,1110 Del Prado Blvd S,Cape Coral,American,FL,"['Restaurant', 'Pizza restaurant']",33990,26.6314064,-81.9411313,4.0,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db413a401055fb:0x9f2166a360655704?authuser=-1&hl=en&gl=us
0x88ec5f3e63855367:0xa93edda4ae01d0,Tally Taco Food Truck,2529 Apalachee Pkwy,Tallahassee,American,FL,['Restaurant'],32301,30.4271269,-84.2372384,4.9,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ec5f3e63855367:0xa93edda4ae01d0?authuser=-1&hl=en&gl=us
0x88dba69e344f2191:0xa8fc559ccfbba39a,Roma In Havana Ristorante,1025 W Main St,Immokalee,Italian,FL,"['Italian restaurant', 'Delivery service', 'Pizza delivery', 'Pizza Takeout', 'Restaurant']",34142,26.418109,-81.428814,3.5,87,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dba69e344f2191:0xa8fc559ccfbba39a?authuser=-1&hl=en&gl=us
0x88dae3d1695b90cf:0xbb720ec5fe038e22,McDonald's,5420 Juliet Blvd,Naples,American,FL,"['Fast food restaurant', 'Breakfast restaurant', 'Coffee shop', 'Hamburger restaurant', 'Restaurant', 'Sandwich shop']",34110,26.2703606,-81.7461778,3.3,168,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dae3d1695b90cf:0xbb720ec5fe038e22?authuser=-1&hl=en&gl=us
0x88ecf56d20eee55b:0xc0de704b892976f1,Kebabas Mediterranean Grill,601 W Gaines St,Tallahassee,American,FL,['Restaurant'],32304,30.4349183,-84.2900076,4.9,118,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ecf56d20eee55b:0xc0de704b892976f1?authuser=-1&hl=en&gl=us
0x88d929a5b202da55:0x2079b3537d7b73df,Hibachi on Wheels,284 S Military Trail,West Palm Beach,American,FL,['Restaurant'],33415,26.6732576,-80.1118783,3.5,6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d929a5b202da55:0x2079b3537d7b73df?authuser=-1&hl=en&gl=us
0x88dba58f3f588af5:0xc7734421be56c1c5,El Gran Taco Bar & Grill,301 New Market Rd W,Immokalee,Mexican,FL,"['Mexican restaurant', 'Family restaurant', 'Restaurant']",34142,26.4291744,-81.4198684,3.7,65,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dba58f3f588af5:0xc7734421be56c1c5?authuser=-1&hl=en&gl=us
0x88db1c7eaa49f343:0xdc6fb92bc0f9fadf,Pizza Hut Express,2415 Tarpon Bay Blvd,Naples,American,FL,"['Pizza restaurant', 'Takeout Restaurant']",34119,26.2702035,-81.74007619999999,3.8,36,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db1c7eaa49f343:0xdc6fb92bc0f9fadf?authuser=-1&hl=en&gl=us
0x88c2ea96cc3aad73:0x120ed2f5c40d4826,Villa Pizza,8001 Citrus Park Town Centre Mall,Tampa,Italian,FL,"['Pizza restaurant', 'Caterer', 'Italian restaurant', 'Pasta shop', 'Restaurant', 'Salad shop']",33625,28.069766,-82.5763358,4.1,35,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2ea96cc3aad73:0x120ed2f5c40d4826?authuser=-1&hl=en&gl=us
0x88dee8f489a39559:0xd6c42e76d1d93051,The Saints at Port St. Lucie Golf Course,2601 SE Morningside Blvd,Port St. Lucie,American,FL,"['Public golf course', 'Golf course', 'Golf driving range', 'Golf instructor', 'Golf shop', 'Restaurant']",34952,27.2639571,-80.30164719999999,4.6,53,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dee8f489a39559:0xd6c42e76d1d93051?authuser=-1&hl=en&gl=us
0x88d929cdb4e458d3:0xd2859526b39b7598,Restaurant Warehouse,941 N Military Trl,West Palm Beach,American,FL,"['Restaurant supply store', 'Commercial refrigerator supplier', 'Kitchen supply store']",33415,26.690875,-80.112027,4.6,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d929cdb4e458d3:0xd2859526b39b7598?authuser=-1&hl=en&gl=us
0x88c2c246e03d4497:0x906e56f5a36a2591,The Skyye Bar and Grille,4200 George J Bean Pkwy,Tampa,American,FL,"['American restaurant', 'Bar', 'Restaurant']",33607,27.9816065,-82.5346472,4.2,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c246e03d4497:0x906e56f5a36a2591?authuser=-1&hl=en&gl=us
0x88c2c366c98c0251:0xe08857b1c37ff2a5,Panda Express,4200 George J Bean Pkwy,Tampa,Asian,FL,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']",33607,27.9799608,-82.5383269,3.7,98,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c366c98c0251:0xe08857b1c37ff2a5?authuser=-1&hl=en&gl=us
0x889141ea691295cb:0x79af9bf37744cc31,SWEETEA,234 Harbor Blvd,Destin,Cafe,FL,"['Ice cream shop', 'Bubble tea store', 'Coffee shop', 'Tea house']",32541,30.394005,-86.50560899999999,4.6,158,https://www.google.com/maps/place//data=!4m2!3m1!1s0x889141ea691295cb:0x79af9bf37744cc31?authuser=-1&hl=en&gl=us
0x88e77df67a608363:0xf8199cc23e26e8c0,Pescao,4862 S Orange Blossom Trl,Orlando,American,FL,['Restaurant'],32839,28.4900542,-81.3970949,4.2,178,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77df67a608363:0xf8199cc23e26e8c0?authuser=-1&hl=en&gl=us
