name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,hours,gmap_id,url
Palmdale Oil Company,2701 E Louisiana Ave,Tampa,FL,33610,27.989444,-82.42820999999999,3.9,8,['oil & Natural Gas Company'],"[array(['Thursday', '7AM–5PM'], dtype=object)
 array(['Friday', '7AM–5PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '7AM–5PM'], dtype=object)
 array(['Tuesday', '7AM–5PM'], dtype=object)
 array(['Wednesday', '7AM–5PM'], dtype=object)]",0x88c2c5d3b9f61531:0xf08f5a281bd8a6bb,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c5d3b9f61531:0xf08f5a281bd8a6bb?authuser=-1&hl=en&gl=us
Circle K,1003 Edgewood Ave N,Jacksonville,FL,32254,30.336758099999997,-81.730581,2.9,18,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)]",0x88e5b99f3fecd4b3:0xc801fb5247f49037,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b99f3fecd4b3:0xc801fb5247f49037?authuser=-1&hl=en&gl=us
Chevron,998 South S Federal Hwy,Deerfield Beach,FL,33441,26.3053605,-80.0923969,2.8,8,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Thursday', '6AM–11PM'], dtype=object)
 array(['Friday', '6AM–11PM'], dtype=object)
 array(['Saturday', '6AM–11PM'], dtype=object)
 array(['Sunday', '6AM–11PM'], dtype=object)
 array(['Monday', '6AM–11PM'], dtype=object)
 array(['Tuesday', '6AM–11PM'], dtype=object)
 array(['Wednesday', '6AM–11PM'], dtype=object)]",0x88d8e28406fffcd3:0xf974097c75fa1212,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8e28406fffcd3:0xf974097c75fa1212?authuser=-1&hl=en&gl=us
Chevron,1453 Alton Rd,Miami Beach,FL,33139,25.7870837,-80.14075059999999,2.5,24,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)]",0x88d9b4884f454b25:0x3c33b66b97f28c67,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b4884f454b25:0x3c33b66b97f28c67?authuser=-1&hl=en&gl=us
Circle K,1498 Good Homes Rd,Orlando,FL,32818,28.5625407,-81.50538039999999,2.5,16,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]",0x88e77871dc8a4e7b:0x184613e1e675f36f,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77871dc8a4e7b:0x184613e1e675f36f?authuser=-1&hl=en&gl=us
Circle K,4815 San Pablo Rd S,Jacksonville,FL,32224,30.2593489,-81.4363257,3.8,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]",0x88e44a1ad4115f5d:0xfb22bf0e3efd65,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e44a1ad4115f5d:0xfb22bf0e3efd65?authuser=-1&hl=en&gl=us
Circle K,1801 S Tamiami Trail,Sarasota,FL,34239,27.3171473,-82.5294219,2.8,15,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]",0x88c3404534768619:0x1a9386c04faebd51,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c3404534768619:0x1a9386c04faebd51?authuser=-1&hl=en&gl=us
Circle K,5651 Clark Rd,Sarasota,FL,34233,27.269767299999998,-82.4569537,2.7,18,['convenience Store' 'atm' 'car Wash' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]",0x88c346bbefd89f87:0x5b7ecff22890bbf7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c346bbefd89f87:0x5b7ecff22890bbf7?authuser=-1&hl=en&gl=us
Circle K,511 Anastasia Blvd,St. Augustine,FL,32080,29.889380199999998,-81.29408769999999,4.4,7,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'snack Bar' 'soft Drinks Shop'],"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]",0x88e42775c4e9291b:0xd3a3148f2d1e35b9,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e42775c4e9291b:0xd3a3148f2d1e35b9?authuser=-1&hl=en&gl=us
Circle K,35075 Cortez Blvd,Dade City,FL,33523,28.5082837,-82.1691476,3.7,56,['convenience Store' 'atm' 'car Wash' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]",0x88e7fef7b283313f:0x935b5e7b4351c351,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7fef7b283313f:0x935b5e7b4351c351?authuser=-1&hl=en&gl=us
Circle K,12401 N Nebraska Ave,Tampa,FL,33612,28.0603123,-82.4508194,3.0,18,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'soft Drinks Shop'],"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]",0x88c2c7165660effd:0xdb89017edd8f3cfe,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c7165660effd:0xdb89017edd8f3cfe?authuser=-1&hl=en&gl=us
Chevron,300 E Altamonte Dr,Altamonte Springs,FL,32701,28.6620751,-81.3817637,3.2,14,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Tuesday', '6AM–10PM'], dtype=object)
 array(['Wednesday', '6AM–10PM'], dtype=object)
 array(['Thursday', '6AM–10PM'], dtype=object)
 array(['Friday', '6AM–10PM'], dtype=object)
 array(['Saturday', '6AM–10PM'], dtype=object)
 array(['Sunday', '6AM–10PM'], dtype=object)
 array(['Monday', '6AM–10PM'], dtype=object)]",0x88e7719dc84f8833:0xcffd5b54dcd6714f,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7719dc84f8833:0xcffd5b54dcd6714f?authuser=-1&hl=en&gl=us
Circle K,12574 66th St N,Largo,FL,33773,27.886141,-82.729961,2.8,8,['convenience Store' 'diesel Fuel Supplier' 'gas Station'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88c2e5c202de4517:0x2daea82f974dfabd,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e5c202de4517:0x2daea82f974dfabd?authuser=-1&hl=en&gl=us
Chevron Apopka,454 W Main St,Apopka,FL,32712,28.6789965,-81.5214656,4.3,7,['gas Station' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump'],"[array(['Tuesday', '6AM–11PM'], dtype=object)
 array(['Wednesday', '6AM–11PM'], dtype=object)
 array(['Thursday', '6AM–11PM'], dtype=object)
 array(['Friday', '6AM–11PM'], dtype=object)
 array(['Saturday', '7AM–11PM'], dtype=object)
 array(['Sunday', '7AM–11PM'], dtype=object)
 array(['Monday', '6AM–11PM'], dtype=object)]",0x88e79dfbd7782391:0x533cf8fef6960df2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e79dfbd7782391:0x533cf8fef6960df2?authuser=-1&hl=en&gl=us
Circle K,135 FL-46,Geneva,FL,32732,28.733333499999997,-81.1156845,3.0,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88e7408ba0e50c31:0x62a50d5a881e945e,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7408ba0e50c31:0x62a50d5a881e945e?authuser=-1&hl=en&gl=us
Circle K,3949 Tamiami Trail,Punta Gorda,FL,33950,26.8910917,-82.024543,2.2,8,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88db59cf3454391d:0x6bbeb5326004c4e4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db59cf3454391d:0x6bbeb5326004c4e4?authuser=-1&hl=en&gl=us
Circle K,351 A1A Beach Blvd,St. Augustine,FL,32080,29.857256399999997,-81.2678078,4.2,17,['convenience Store' 'coffee Shop' 'diesel Fuel Supplier' 'fuel Pump' 'gas Station'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e69dee10358c83:0xf790323fb174bffd,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e69dee10358c83:0xf790323fb174bffd?authuser=-1&hl=en&gl=us
Circle K,3137 County Rd 220,Middleburg,FL,32068,30.0960295,-81.8104165,3.6,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e5c331c82e03a9:0xb179f8777f5627d,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5c331c82e03a9:0xb179f8777f5627d?authuser=-1&hl=en&gl=us
Circle K,1026 Walt Williams Rd,Lakeland,FL,33809,28.1251826,-81.9379354,4.0,25,['convenience Store' 'atm' 'car Wash' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88dd413bed18e38b:0xbf71f48aa4d5cafb,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd413bed18e38b:0xbf71f48aa4d5cafb?authuser=-1&hl=en&gl=us
Kangaroo Express,6065 Pine Ridge Rd,Naples,FL,34119,26.212165799999998,-81.72995829999999,2.0,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88db1d094f7070ab:0x53769ece91d37303,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db1d094f7070ab:0x53769ece91d37303?authuser=-1&hl=en&gl=us
Suburban Propane,775 Belleair Rd,Clearwater,FL,33756,27.93856,-82.7940718,3.6,95,['propane Supplier' 'gas Company' 'oil & Natural Gas Company'],"[array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '8AM–5PM'], dtype=object)
 array(['Tuesday', '8AM–5PM'], dtype=object)
 array(['Wednesday', '8AM–5PM'], dtype=object)
 array(['Thursday', '8AM–5PM'], dtype=object)
 array(['Friday', '8AM–5PM'], dtype=object)]",0x88c2f0972b40bc7b:0xd1e1c13ac626ac5b,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f0972b40bc7b:0xd1e1c13ac626ac5b?authuser=-1&hl=en&gl=us
Circle K,1331 W N Blvd,Leesburg,FL,34748,28.8239368,-81.88529249999999,4.2,8,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88e7c16c7542c539:0x84bbee48d233aa27,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7c16c7542c539:0x84bbee48d233aa27?authuser=-1&hl=en&gl=us
Circle K,18902 Gunn Hwy,Odessa,FL,33556,28.150022099999997,-82.5799613,2.8,16,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88c29599dff6caf9:0xf67ce2afa6ce424c,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c29599dff6caf9:0xf67ce2afa6ce424c?authuser=-1&hl=en&gl=us
Circle K,1848 S Tamiami Trail,Venice,FL,34293,27.0642852,-82.4185837,3.1,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88c35a27745e82b9:0xaf91d7c90dc3210d,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c35a27745e82b9:0xaf91d7c90dc3210d?authuser=-1&hl=en&gl=us
Circle K,7611 State Rd 52,Hudson,FL,34667,28.3320267,-82.6890777,2.6,8,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88c29a55d38885a3:0xce1df8ce09649c7a,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c29a55d38885a3:0xce1df8ce09649c7a?authuser=-1&hl=en&gl=us
Circle K,613 13th St,St Cloud,FL,34769,28.2453526,-81.2763679,2.9,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88dd8e5d0091c411:0x78841dd998d1c5d0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd8e5d0091c411:0x78841dd998d1c5d0?authuser=-1&hl=en&gl=us
Chevron,2393 S Hiawassee Rd,Orlando,FL,32835,28.5171156,-81.48298319999999,1.9,14,['gas Station' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],,0x88e778c351759769:0xc4c8780955b0bcf4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e778c351759769:0xc4c8780955b0bcf4?authuser=-1&hl=en&gl=us
Circle K,5025 Tampa Rd,Oldsmar,FL,34677,28.034602699999997,-82.6490029,3.4,18,['convenience Store' 'atm' 'car Wash' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88c2edac2c6a7319:0x3cc48c470c524c2d,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2edac2c6a7319:0x3cc48c470c524c2d?authuser=-1&hl=en&gl=us
Sunoco Gas Station,644 Commonwealth Ave SW,Polk City,FL,33868,28.1795737,-81.83249049999999,3.3,3,['gas Station' 'convenience Store' 'diesel Fuel Supplier' 'public Bathroom'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88dd69a4bba02c6f:0xd174ac4ab8af6a3d,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd69a4bba02c6f:0xd174ac4ab8af6a3d?authuser=-1&hl=en&gl=us
Kangaroo Express,5198 SE Abshier Blvd,Belleview,FL,34420,29.0600931,-82.062755,2.7,15,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88e7d1c757b8ca01:0x6fe9cfeff90350f2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7d1c757b8ca01:0x6fe9cfeff90350f2?authuser=-1&hl=en&gl=us
Circle K,3704 Skyline Blvd,Cape Coral,FL,33914,26.5833162,-81.9911092,3.8,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)]",0x808f758425bd6ab9:0x5782c02d24220caa,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f758425bd6ab9:0x5782c02d24220caa?authuser=-1&hl=en&gl=us
Airgas Store,922 Skipper Ave,Fort Walton Beach,FL,32547,30.4468137,-86.60496049999999,4.2,16,['welding Supply Store' 'gas Cylinders Supplier' 'industrial Equipment Supplier' 'industrial Gas Supplier' 'safety Equipment Supplier' 'welding Gas Supplier'],"[array(['Wednesday', '7:30AM–4:30PM'], dtype=object)
 array(['Thursday', '7:30AM–4:30PM'], dtype=object)
 array(['Friday', '7:30AM–4:30PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '7:30AM–4:30PM'], dtype=object)
 array(['Tuesday', '7:30AM–4:30PM'], dtype=object)]",0x88913fa37a938719:0x6a74e0416bfe7dcd,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88913fa37a938719:0x6a74e0416bfe7dcd?authuser=-1&hl=en&gl=us
Circle K,6661 54th Ave N,St. Petersburg,FL,33709,27.8212919,-82.7296915,3.2,28,['convenience Store' 'diesel Fuel Supplier' 'gas Station'],"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]",0x88c2e3e601be1a13:0xdf74578b4cebd120,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e3e601be1a13:0xdf74578b4cebd120?authuser=-1&hl=en&gl=us
Circle K,11715 US-301,Dade City,FL,33525,28.3281004,-82.1884757,4.1,28,['convenience Store' 'atm' 'car Wash' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]",0x88dd531409d86a87:0x91b5afd333ba62bf,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd531409d86a87:0x91b5afd333ba62bf?authuser=-1&hl=en&gl=us
Circle K,158 A1A N,Ponte Vedra Beach,FL,32082,30.244947,-81.3882067,4.1,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]",0x88e449fefb3b5bdf:0x22bcb0dc22619fb1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e449fefb3b5bdf:0x22bcb0dc22619fb1?authuser=-1&hl=en&gl=us
