business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,hours
PzvTiZtyVm74RYc5FFq0Nw,Wawa,1510 Easton Rd,Horsham,FL,19044,40.209947,-75.138831,3.5,13,"Convenience Stores, Restaurants, Food, Gas Stations, Sandwiches, Automotive, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
Y3xeBrwZ0BABw-AQr3TR0g,Oggi Italian,4301 El Prado Blvd,Tampa,FL,33629,27.911865,-82.516594,4.5,12,"Italian, Restaurants","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
Rh4dx2yxmE1YKvZ--u780w,Campanellas Bar&Grill,3580 Ulmerton Rd,Clearwater,FL,33762,27.8930971,-82.6825238,3.0,26,"Steakhouses, Italian, Food, Restaurants, Food Delivery Services","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-22:0'}"
wHXO4ISnBgs2-XYx0sU2Hw,Antonio's Pasta Grill,2755 Ulmerton Rd,Clearwater,FL,33762,27.8944109,-82.6710453,4.0,40,"Italian, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '16:0-22:0'}"
BsXj1um0axFqzLdJVr9wVg,El Toro Loco,2301 N Dale Mabry Hwy,Tampa,FL,33607,27.9618230719,-82.505075857,3.5,5,"Bars, Mexican, Nightlife, Restaurants",Hours not specified
6LAp-gSP9Kk4ZvxijXaxIw,Sushi Cafe,18015 Highwoods Preserve Pkwy,Tampa,FL,33647,28.1311220902,-82.3657837315,4.5,291,"Sushi Bars, Japanese, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
yGTr-8aFWA1FDXiO1l86yA,China Express,"1250 Seminole Blvd, Ste 5",Largo,FL,33770,27.904455,-82.7877551,1.5,6,"Restaurants, Chinese","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}"
6_Gsn1ZxSosWb6mZusap0Q,Sweet Soul,1101 S Howard Ave,Tampa,FL,33606,27.9325705,-82.483258,4.5,198,"Restaurants, Ice Cream & Frozen Yogurt, Acai Bowls, Vegan, Food, Juice Bars & Smoothies","{'Monday': '0:0-0:0', 'Tuesday': '8:30-21:0', 'Wednesday': '8:30-21:0', 'Thursday': '8:30-21:0', 'Friday': '8:30-16:0', 'Saturday': '8:30-21:0', 'Sunday': '8:30-21:0'}"
2oh4NJDtqTUO5ZuvCe0hWw,EVOS Feel Great Food-South Tampa,609 S Howard Ave,Tampa,FL,33606,27.9383165,-82.4831865,3.5,134,"Food, Organic Stores, Burgers, Restaurants, Vegetarian, Fast Food, American (Traditional), Salad","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-20:0', 'Saturday': '12:0-21:0'}"
vOXoM9W8-CpHbZUiGbL3dw,Pho Queen,29000 US Highway 19 N,Clearwater,FL,33761,28.035875,-82.739051,3.5,224,"Restaurants, Vietnamese","{'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}"
jfBoUNpNa-Kf-xyuozDEFw,Dine Or Dash,19040 Bruce B Downs Blvd,Tampa,FL,33647,28.1367305,-82.3593447,2.5,12,"Italian, Restaurants, Cuban","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '7:0-16:0', 'Sunday': '8:0-16:0'}"
tmYa9OC8NE4ov2BoLyL2WQ,Thai Island,210 E Davis Blvd,Tampa,FL,33606,27.9271071,-82.4539606,4.0,155,"Restaurants, Thai","{'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}"
sQWOLxrjQ_6MPUcmL5ylaA,Queen's Pizza & Restaurant,1834 N Belcher Rd,Clearwater,FL,33765,27.987779,-82.747163,3.5,82,"Pizza, Restaurants, Food Delivery Services, Italian, Diners, Greek, Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}"
9EoNx6yHsmiCe43XscJzDA,Fresh Kitchen,4616 W Kennedy Blvd,Tampa,FL,33609,27.944543799999998,-82.5228421,4.5,241,"Vegetarian, Restaurants, American (New), Gluten-Free","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-16:0', 'Saturday': '11:0-21:30', 'Sunday': '11:0-16:0'}"
uobhWxt-JUU4Axk7erUZbQ,China Buffet,11926 Seminole Blvd,Largo,FL,33778,27.881487,-82.7880849502,3.5,49,"Chinese, Restaurants","{'Monday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
lJjS6vLnf0Rqtx_gicq24g,China Yuan Restaurant,"8502 N Armenia Ave, Ste 1A",Tampa,FL,33604,28.0275678,-82.4852451,4.0,312,"Barbeque, Restaurants, Seafood, Chinese, Dim Sum","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}"
Zv6mbtBXAitZrwO-zTgRyw,The Laughing Cat,1811 N 15th St,Tampa,FL,33605,27.9608557,-82.4427811,4.0,132,"Restaurants, Italian, Beer, Wine & Spirits, Food","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '16:0-21:0'}"
szGhcaEt0n417qIlQCzcYQ,Pizza Hut,"2519 Mcmullen Booth Rd, Ste 501",Clearwater,FL,33761,28.0125847667,-82.7076364907,2.0,13,"Restaurants, Pizza, Italian, Fast Food, Chicken Wings","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
PUXP5TUvKsx0T_XWhEpAKw,Katerina's Taverna And Grill,619 Pinellas Ave,Tarpon Springs,FL,34689,28.1525471,-82.7569382,4.5,53,"Greek, Restaurants","{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
mhXwuwa0gUXe_F4w1NMF4w,Sally O' Neal's Pizza Hotline,1319 S Howard Ave,Tampa,FL,33606,27.9289873,-82.4835461,4.0,225,"Food, Restaurants, Desserts, Salad, Gluten-Free, Pizza, Italian","{'Monday': '0:0-0:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
pOPggEGV0gy8U0v-lHByRA,Pho Quyen,2740 E Fowler Ave,Tampa,FL,33612,28.0560479,-82.4292735,3.5,238,"Restaurants, Vietnamese","{'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '11:0-22:0'}"
ff0fdH-WKmY7WQgLtLkmKw,Sushi Maru,"2020 W Brandon Blvd, Ste 160",Brandon,FL,33511,27.938602544,-82.3178653902,4.5,435,"Restaurants, Sushi Bars","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-21:30'}"
apkyjkqnTF9hIpExAHutug,Big Joe's Pasta House,509 Alt 19,Palm Harbor,FL,34683,28.0720743767,-82.7677831426,3.5,26,"Bars, Nightlife, Pizza, Restaurants, Italian","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
kpF8q97-b2MDjmnJl74A1Q,Sa Ri One Kitchen,11842 Bruce B Downs Blvd,Tampa,FL,33612,28.0566179,-82.4268442,4.5,17,"Restaurants, Korean",Hours not specified
Q-AI1ETjU1pjG3BEwB9X1w,Salsa's Mexican Restaurant,35114 US Hwy 19 N,Palm Harbor,FL,34683,28.0917897,-82.7396633,3.5,27,"Restaurants, Mexican","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}"
8G82J5UvcQ-Lj-GH6g_0GQ,Egg Style,3980 Tampa Rd,Oldsmar,FL,34677,28.036298,-82.657912,3.0,50,"Restaurants, Mediterranean, Greek, Breakfast & Brunch","{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}"
LMXaKchY61sXCr17RBSjdA,Speedway,1625 N Mcmullen Booth Rd,Clearwater,FL,33759,27.9821444,-82.7082665,3.5,6,"Gas Stations, Automotive, Coffee & Tea, Convenience Stores, Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
vLpAUDjttjjBs3vMXvC8oA,Taco Bell,13709 Walsingham Rd,Largo,FL,33774,27.880723,-82.828557,1.5,27,"Restaurants, Mexican, Fast Food, Tex-Mex, Tacos, Breakfast & Brunch","{'Monday': '7:0-2:0', 'Tuesday': '7:0-2:0', 'Wednesday': '7:0-2:0', 'Thursday': '7:0-2:0', 'Friday': '7:0-2:0', 'Saturday': '7:0-2:0', 'Sunday': '7:0-2:0'}"
8-zp6Ni8z3o-ISj3zwZ1Zw,Taco Bell,904 Bloomingdale Rd,Brandon,FL,33511,27.89316,-82.27133,2.0,20,"Restaurants, Mexican, Tacos, Fast Food, Breakfast & Brunch, Tex-Mex","{'Monday': '8:0-1:0', 'Tuesday': '8:0-1:0', 'Wednesday': '8:0-1:0', 'Thursday': '8:0-1:0', 'Friday': '8:0-2:0', 'Saturday': '8:0-2:0', 'Sunday': '8:0-1:0'}"
G8H-8KnMFjS4bHtTBX9t7A,Hibachi Buffet,13151 N Dale Mabry Hwy,Tampa,FL,33618,28.066161,-82.501268,2.0,140,"Seafood, Buffets, Restaurants, Chinese, Japanese","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}"
XKevywsd9Br4YDcd7IC2-w,Alfano's Restaurant,1702 Clearwater Largo Rd,Clearwater,FL,33756,27.93455,-82.7961561,4.0,80,"Italian, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0'}"
v-vwrHWtSRJw84n9m_IAVQ,The Koshery Restaurant,931 S Howard Ave,Tampa,FL,33606,27.9340377118,-82.4831743816,4.5,13,"Middle Eastern, Kosher, Falafel, Mediterranean, Restaurants",Hours not specified
6n1m1XaSqZcGsBUige13rA,Rice Market and Restaurant,7525 W Hillsborough Ave,Tampa,FL,33615,27.9980032604,-82.5636772197,3.0,94,"Restaurants, Nightlife, Korean, Ethnic Food, Grocery, Ethnic Grocery, Lounges, Specialty Food, Food, Bars, Sushi Bars","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}"
JOU22FJLIZNsYRymOMnfkg,Poke Express,"1514 E Fowler Ave, Ste B",Tampa,FL,33612,28.055217,-82.4419113,4.5,107,"Sushi Bars, Food, Japanese, Poke, Restaurants","{'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '12:0-21:0'}"
F12pqHJ4wQhFygMrDeFnlA,El Rey De Oros,2002 E Fletcher Ave,Tampa,FL,33612,28.0695611,-82.436089,4.0,18,"Mexican, Restaurants","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-19:0'}"
6Uu74gvylXUYRYllKUDKNw,Fish Bowl,2882 US-19 Alt,Palm Harbor,FL,34683,28.0950843,-82.7715392,5.0,50,"Food, Sushi Bars, Juice Bars & Smoothies, Restaurants, Asian Fusion, Poke, Acai Bowls, Bubble Tea","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}"
mjqsJ6qZjnY77hCi41Xudg,Grain and Berry - New Tampa,8638 Hunters Village Rd,Tampa,FL,33647,28.139999803,-82.3575468852,4.5,34,"Restaurants, Acai Bowls, Juice Bars & Smoothies, Food, Vegan","{'Monday': '0:0-0:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-16:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}"
sCbv0Dq62IXCMOCK8si3Xg,Two Cousins Pizzeria,9277 Seminole Blvd,Seminole,FL,33772,27.8571294509,-82.7866521478,4.0,37,"Restaurants, Comfort Food, Salad, Italian, Pizza","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}"
C7ANpBbkQq4ZICSbZiiHlw,Tokyo Sushi Cafe,10500 Ulmerton Rd,Largo,FL,33771,27.8929345,-82.7848052,3.0,11,"Restaurants, Sushi Bars",Hours not specified
lcKgQdQU1D38ahpFDE1hUg,Panos Kouzina,3101 SR 580,Safety Harbor,FL,34695,28.023277,-82.708319,4.0,15,"Greek, Restaurants, Mediterranean","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-20:0'}"
Ly9qy0PV5R32tWJrFCFxeA,Jonny Primo's,33180 US Hwy 19,Palm Harbor,FL,34683,28.073680799999998,-82.7391088,2.0,5,"Italian, Restaurants",Hours not specified
EmSd4cSZgJs7D2AXsHIxBQ,Little Greek Restaurant,"1155 S Dale Mabry Hwy, Ste 3",Tampa,FL,33629,27.9326118133,-82.5061440468,4.0,118,"Greek, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
speLDZmGk5tMenzLb0DHSg,Bellissimo Italian Eatery,"13220 S Belcher Rd, Ste 20",Largo,FL,33773,27.8931018,-82.7466404,4.0,162,"Nightlife, Italian, Restaurants, Bars, Seafood","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
LRTU8SUyCXRhQrqRlJCr6A,Los Mariachis Mexican Restaurant,9100 Ulmerton Rd,Largo,FL,33771,27.8939983,-82.765424,3.0,104,"Restaurants, Mexican, Tex-Mex","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}"
FFV8_b-ec5Z0E3xgvkVxKw,Matteo Trattoria & Pizzeria,2402 S MacDill Ave,Tampa,FL,33629,27.9236708,-82.4932535,4.5,73,"Restaurants, Italian","{'Monday': '16:30-21:0', 'Tuesday': '16:30-21:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-21:0'}"
EDSqeUjhDwB8VMnIng-Q-A,Pizza Hut,"902 W Busch Blvd, Ste 110",Tampa,FL,33612,28.032999,-82.468687,1.5,19,"Italian, Pizza, Restaurants, Chicken Wings, Fast Food","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-23:0'}"
lTJjJQHOXxos5qIbSjWTEA,Garden Gyros,3025 E Busch Blvd,Tampa,FL,33612,28.0322705,-82.4251246,4.0,41,"Greek, Fast Food, Seafood, American (New), Restaurants","{'Monday': '10:0-2:0', 'Tuesday': '10:0-2:0', 'Wednesday': '10:0-2:0', 'Thursday': '10:0-2:0', 'Friday': '10:0-3:0', 'Saturday': '10:0-3:0', 'Sunday': '10:0-2:0'}"
ojtc-D4nM13yL_95QK2P6Q,La Taqueria El Nopal,8305 NDale Mabry Hwy,Tampa,FL,33614,28.0246357629,-82.5046387419,4.5,32,"Tacos, Food, Restaurants, Mexican, Food Stands, Food Trucks","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
v1F-Sgp_b8Vjbfhlp0Obrg,Baum Ave Market,1113 Central Ave,Saint Petersburg,FL,33705,27.7713,-82.650569,4.5,22,"Sandwiches, Acai Bowls, Nightlife, Restaurants, Mediterranean, Food Court, Vegetarian, Food, Bars, Juice Bars & Smoothies","{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-19:0'}"
n4k8btUo4A6OX1gnO8Sj6Q,Boston Grill,11701 N Florida Ave,Tampa,FL,33612,28.0548817,-82.4591056,4.0,13,"Italian, Restaurants, American (Traditional)","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '7:0-16:0'}"
xEvV6_CSA9pJAVK0i9UDWg,Forbici Modern Italian,1633 W Snow Ave,Tampa,FL,33606,27.935777,-82.4766718,4.0,342,"Bars, Pizza, Restaurants, Italian, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}"
x5-R7vcgqzy2VNzJatqOMQ,Thai Ginger,6821 Hillsborough Ave W,Tampa,FL,33634,27.997106,-82.556019,4.0,6,"Thai, Restaurants",Hours not specified
w4wYlGd-ADrda22Z7zO0Nw,Mekenita Cantina,6707 N Florida Ave,Tampa,FL,33604,28.0084547162,-82.4591510743,4.0,276,"Food, Restaurants, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}"
m61MRBD5w9udzeJQIWe7oQ,SOHO Juice Company,3120 W Bay To Bay Blvd,Tampa,FL,33629,27.9195496,-82.4950812,4.5,18,"Acai Bowls, Juice Bars & Smoothies, Food, Vegan, Restaurants","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}"
I5jxUHS1Dp2rg40eDzyiCA,Rasoi Indian Cuisine,1701 E 8th Ave,Tampa,FL,33605,27.96077,-82.44027,4.5,218,"Indian, Restaurants","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:30', 'Sunday': '17:0-22:0'}"
k8C4zFZDl8GcjIapHCB77w,Cali Viejo Catering,436 E Brandon Blvd,Brandon,FL,33511,27.9379629,-82.2800334,4.0,176,"Bakeries, Restaurants, Food, Mexican, Latin American","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-23:0', 'Sunday': '9:0-21:0'}"
1BZcRoLmJ55rDM5rgt4nLA,La Mansion de La Arepa,10011 W Hillsborough Ave,Tampa,FL,33615,28.0036983855,-82.5962006629,4.5,40,"Latin American, Restaurants, Venezuelan",Hours not specified
0W6KJNqUDHw9hPhv79WcOA,Ice Spice Cafe,"20304 Trout Creek Dr, Ste 101",Tampa,FL,33647,28.1634002704,-82.354301177,5.0,31,"Restaurants, Food, Indian, Desserts, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}"
QH4h7s7PsSM9wsDTqOoM7Q,Eataly Pizza & Grill,138-A S Dale Mabry Hwy,Tampa,FL,33609,27.9433652,-82.505413,2.5,21,"American (Traditional), Pizza, Restaurants, Italian, American (New)","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0'}"
a8CrdVtlfa3JDoC_ADW8dA,Señor Tequila Mexican Restaurant - Tampa,11115 N Dale Mabry Hwy,Tampa,FL,33618,28.050129822,-82.5031507015,4.0,280,"Bars, Mexican, Seafood, Restaurants, Nightlife","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}"
_27_xPY4rCw1JEvz3VolCQ,Singha Thai Viet Restaurant,8787 N 56th Street Temple Ter,Tampa,FL,33617,28.0284727,-82.3921999,3.5,104,"Thai, Vietnamese, Diners, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '17:0-20:0', 'Wednesday': '17:0-20:0', 'Thursday': '17:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '17:0-20:0', 'Sunday': '12:0-20:0'}"
uYMVRPYEqpmVXWN2xOs5KQ,Cooper's Hawk Winery & Restaurants - Tampa,4110 W Boy Scout Blvd,Tampa,FL,33607,27.9654184,-82.512508,4.0,1154,"Event Planning & Services, American (Traditional), Nightlife, Restaurants, Bars, Wineries, American (New), Wine Tasting Room, Gluten-Free, Arts & Entertainment, Party & Event Planning, Wine Bars, Food, Seafood","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
vx8d8r0tpVKnVNNKSdb_iQ,Chica's Taco Bar,2542 N McMullen Booth Rd,Clearwater,FL,33761,28.0141879553,-82.7090542316,3.5,91,"Tacos, Restaurants, Southern, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-19:30'}"
Tm1-GfbxXnpw6cPO_Vh7jQ,Xilo Mexican,1701 N Franklin St,Tampa,FL,33602,27.9597371,-82.459973,4.0,12,"Restaurants, Breakfast & Brunch, Coffee & Tea, Food, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '7:30-0:30', 'Wednesday': '9:0-16:30', 'Thursday': '14:0-19:0', 'Saturday': '14:0-19:0'}"
cwQ0bsmDmI23ZWktA3uIxA,Casa De Don Juan,1110 N Hwy 41,Ruskin,FL,33570,27.72863827,-82.4340818854,3.5,15,"Mexican, Restaurants",Hours not specified
HkJetnEgmvTdjjUZVYoLJw,Pita's Republic,14614 N Dale Mabry Hwy,Tampa,FL,33618,28.0812207,-82.5076523,4.0,26,"Greek, Restaurants, Sandwiches","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-19:0', 'Sunday': '12:0-17:0'}"
MqFYLVFTCPseygf593p2Uw,Song Huong Restaurant,4034 W Waters Ave,Tampa,FL,33614,28.0250647,-82.5113873,4.0,98,"Restaurants, Vietnamese","{'Wednesday': '10:0-20:30', 'Thursday': '10:0-20:30', 'Friday': '10:0-20:30', 'Saturday': '10:0-20:30', 'Sunday': '10:0-20:30'}"
TFZLHW_OuP0LWomBiP3w_g,China City Restaurant,3049 Commercial Way,Spring Hill,FL,34606,28.476123514,-82.6156350004,4.0,28,"Restaurants, Chinese, Noodles, Dim Sum",Hours not specified
00sOoojttpdZljH8VgOU0A,Wawa,7408 E Hillsborough Ave,Tampa,FL,33610,27.9963217,-82.3726623,3.5,17,"Food, Gas Stations, Convenience Stores, Coffee & Tea, Sandwiches, Automotive, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
27jGuI1lizX-L39LTQAuzw,Paula's Gluten-Free,,Tampa,FL,33601,27.8864761838,-82.2545029165,5.0,20,"Custom Cakes, Food, Cupcakes, Desserts, Bakeries, Restaurants, Gluten-Free",Hours not specified
